file1,file2,loc_diff,loc_sum,loc_ratio,import_jaccard,import_overlap,import_diff_count,node_cosine,node_hist_l1,node_hist_l2,node_unique_diff,node_total_diff,node_total_ratio,node_diff_Name,node_diff_Load,node_diff_Constant,node_diff_Call,node_diff_Store,node_diff_BinOp,node_diff_Add,node_diff_Assign,node_diff_arg,node_diff_arguments,node_diff_Return,node_diff_FunctionDef,node_diff_Compare,node_diff_AugAssign,node_diff_Eq,node_diff_Module,node_diff_Expr,node_diff_alias,node_diff_Mod,node_diff_Import,subtree_jaccard,subtree_overlap,subtree_diff_count,canonical_similarity,canonical_length_diff,canonical_length_ratio,func_count_diff,func_count_ratio,avg_func_args_diff,avg_func_args_ratio,avg_cc_diff,avg_cc_ratio,max_cc_diff,ident_jaccard,ident_overlap,ident_diff_count,ident_diff_i,ident_diff_rst,ident_diff_ttl,ident_diff_n,ident_diff_print,ident_diff_ft,ident_diff_range,ident_diff_math,ident_diff_result,ident_diff_total,ident_diff_sum,ident_diff_j,ident_diff_factorial_sum,ident_diff_x,ident_diff_factorial,ident_diff_even_factorial,ident_diff_map,ident_diff_process,ident_diff_reduce,ident_total_diff,ident_total_ratio,label
my_code3.json,my_code9.json,1.0,19.0,0.9,0.5,1.0,1.0,0.9827823190059648,13.0,3.872983346207417,0.0,7.0,0.8870967741935484,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7395498392282959,43.0,0.7570621468926554,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.7,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
my_code4.json,my_code5.json,5.0,33.0,0.7368421052631579,0.0,0.0,1.0,0.9821671947567668,38.0,10.295630140987,3.0,24.0,0.7303370786516854,7.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.1723356009070294,83.0,0.683206106870229,1.0,0.5,0.0,1.0,0.5,0.8333333333333334,0.0,0.5,6.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.6818181818181818,0
my_code4.json,my_code6.json,1.0,29.0,0.9333333333333332,1.0,1.0,0.0,0.9831486491142588,17.0,4.58257569495584,1.0,5.0,0.9285714285714286,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6522911051212938,13.0,0.9322916666666666,1.0,0.5,0.0,1.0,1.0,0.6666666666666666,1.0,0.7777777777777778,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9375,0
my_code4.json,my_code7.json,3.0,25.0,0.7857142857142857,1.0,1.0,0.0,0.944074262289963,25.0,7.14142842854285,3.0,5.0,0.9230769230769232,2.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6862170087976539,17.0,0.905027932960894,1.0,0.5,0.0,1.0,2.0,0.3333333333333333,2.0,0.5454545454545454,6.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.8666666666666667,0
my_code4.json,my_code8.json,3.0,25.0,0.7857142857142857,1.0,1.0,0.0,0.946494867689314,22.0,7.211102550927978,1.0,8.0,0.8769230769230769,4.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6465256797583081,27.0,0.8491620111731844,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857143,5.0,2.0,6.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7333333333333333,0
my_code4.json,my_code9.json,4.0,24.0,0.7142857142857143,0.5,1.0,1.0,0.9413124759573042,25.0,7.280109889280518,1.0,3.0,0.953846153846154,3.0,1.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5955056179775281,2.0,0.988826815642458,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.7777777777777778,7.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.8,0
my_code5.json,my_code6.json,4.0,34.0,0.7894736842105263,0.0,0.0,1.0,0.9802384534371128,27.0,8.888194417315589,2.0,19.0,0.7865168539325843,6.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.4449339207048458,70.0,0.732824427480916,0.0,1.0,0.0,1.0,0.5,0.8,1.0,0.5384615384615384,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.7272727272727273,0
my_code5.json,my_code7.json,8.0,30.0,0.5789473684210527,0.0,0.0,1.0,0.9313379922529116,39.0,13.45362404707371,0.0,29.0,0.6741573033707865,9.0,1.0,4.0,1.0,7.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.4433962264150943,100.0,0.6183206106870229,0.0,1.0,0.0,1.0,1.5,0.4,2.0,0.4,6.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,0.5909090909090909,0
my_code5.json,my_code8.json,8.0,30.0,0.5789473684210527,0.0,0.0,1.0,0.9303665046183311,46.0,15.033296378372908,2.0,32.0,0.6404494382022472,11.0,3.0,3.0,1.0,7.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.357487922705314,110.0,0.5801526717557252,1.0,0.5,0.0,1.0,0.5,0.8333333333333334,0.0,0.3333333333333333,4.0,6.0,4.0,0.0,4.0,4.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.5,0
my_code5.json,my_code9.json,9.0,29.0,0.5263157894736842,0.0,0.0,2.0,0.9296427345074458,43.0,14.0356688476182,2.0,27.0,0.6966292134831461,10.0,2.0,3.0,0.0,7.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.3052391799544419,85.0,0.6755725190839694,1.0,0.5,0.0,1.0,0.5,0.8,1.0,0.5384615384615384,7.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,0.5454545454545454,0
my_code6.json,my_code7.json,4.0,26.0,0.7333333333333333,1.0,1.0,0.0,0.9821328835236316,12.0,4.898979485566356,2.0,10.0,0.8571428571428571,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6271186440677966,30.0,0.84375,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5833333333333334,7.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.8125,0
my_code6.json,my_code8.json,4.0,26.0,0.7333333333333333,1.0,1.0,0.0,0.9703723764452562,23.0,7.14142842854285,0.0,13.0,0.8142857142857143,5.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6395348837209303,40.0,0.7916666666666666,1.0,0.5,0.0,1.0,1.0,0.6666666666666666,1.0,0.5555555555555556,5.0,4.0,5.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.6875,0
my_code6.json,my_code9.json,5.0,25.0,0.6666666666666666,0.5,1.0,1.0,0.974146055672172,18.0,6.0,0.0,8.0,0.8857142857142857,4.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5962059620596206,15.0,0.921875,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.8,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.75,0
my_code7.json,my_code8.json,0.0,22.0,1.0,1.0,1.0,0.0,0.9810816847975308,15.0,4.58257569495584,2.0,3.0,0.95,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7579617834394905,10.0,0.9382716049382716,1.0,0.5,0.0,1.0,2.0,0.3333333333333333,2.0,0.5,5.0,5.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.8461538461538461,1
my_code7.json,my_code9.json,1.0,21.0,0.9090909090909092,0.5,1.0,1.0,0.9867386288810952,12.0,3.4641016151377544,2.0,2.0,0.967741935483871,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.696165191740413,15.0,0.9152542372881356,1.0,0.5,0.0,1.0,1.0,0.5,1.0,0.5833333333333334,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9230769230769232,0
my_code8.json,my_code9.json,1.0,21.0,0.9090909090909092,0.5,1.0,1.0,0.9807786617685396,15.0,4.123105625617661,0.0,5.0,0.9193548387096774,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.668693009118541,25.0,0.8587570621468926,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.5555555555555556,5.0,4.0,3.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9166666666666666,0
original_0.py,plagiarized_0.py,2.155495566402331,24.614628618568023,0.9249240191801926,0.8025469645914651,1.0725212738462044,0.19023341992065254,1.0790463025553567,12.626423503619693,3.903650547802545,0.6296585006851059,4.861871696929562,0.7983885011938017,1.465235372610829,1.2728472681244725,0.5563121367731095,0.7078569282604488,0.6845495223515718,0.5242238312851788,0.27739004145261015,0.16176076907555667,0.7938085338850811,0.6066767367417866,0.5064090110277742,0.5172992384877051,0.3423334676781164,0.16139881642156254,0.3077205308442831,0.0,0.0,0.18261545076231156,0.0,0.0,0.0,0.0,0.6538105521950484,0.7326261991902994,26.07856132690606,0.8548805740662101,0.5210847442240255,0.7313084004417337,0.0,0.8772533931835665,0.98105985726374,0.732074196935639,1.0894432116932906,0.5024130060037997,6.730314147929212,1.9295658141961922,1.5268183600744012,0.2913521299579102,1.519450924880198,1.2016684990762811,0.0,0.5091756198017614,0.36142822474652586,0.0,0.32331030917743175,0.6868138040729163,0.757194725544742,0.0,0.15180956333156792,0.0,0.0,0.14136820095397915,0.32711684379027084,0.31980657579828164,0.1594942476797394,1.1954305503044171,0.9060927270324046,1
