canonical_len_ratio,canonical_similarity,cc_avg_diff,cc_max_diff,common_imports,common_subtrees,exact_match,func_count_diff,func_count_ratio,ident_jaccard,import_count_diff,import_jaccard,loc_avg,loc_diff,loc_ratio,node_hist_cosine,node_hist_jaccard,subtree_count_diff,subtree_hash_jaccard,is_plagiarized,file1,file2
0.8699878493317132,0.16767922235722965,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10526315789473684,1.0,0.0,34.0,10.0,0.7435897435897436,0.9485172373819718,0.5666666666666667,0.0,0.0,0,code_orig_61.py,code_trans_61.py
0.6452772073921971,0.7382215288611544,4.0,3.0,1.0,0.0,0.0,2.0,0.3333333333333333,0.13793103448275862,0.0,1.0,63.5,27.0,0.6493506493506493,0.9690075570619618,0.6842105263157895,3.0,0.0,0,code_orig_62.py,code_trans_62.py
0.46866791744840525,0.5937659683188554,1.0,2.0,1.0,1.0,0.0,1.0,0.5,0.2222222222222222,1.0,0.5,71.0,56.0,0.43434343434343436,0.9727435747989623,0.6842105263157895,2.0,0.1111111111111111,0,code_orig_63.py,code_trans_63.py
0.5676320272572402,0.6624646815909585,1.0,3.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.1111111111111111,1.0,0.0,89.0,42.0,0.6181818181818182,0.9717893897317248,0.5869565217391305,4.0,0.0,0,code_orig_64.py,code_trans_64.py
0.9653116531165311,0.9823496966354109,0.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,95.5,9.0,0.91,0.9999999999999999,1.0,0.0,0.8181818181818182,1,code_orig_65.py,code_trans_65.py
0.5800826067003213,0.6471100784199826,1.6666666666666665,0.0,1.0,0.0,0.0,1.0,0.5,0.21875,1.0,0.25,78.5,49.0,0.5242718446601942,0.9685233600227183,0.7142857142857143,3.0,0.0,1,code_orig_66.py,code_trans_66.py
0.44813278008298757,0.4481327800829875,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,32.0,28.0,0.391304347826087,0.9996635283901496,1.0,0.0,0.6,1,code_orig_67.py,code_trans_67.py
0.9966887417218543,0.9983416252072969,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,65.0,6.0,0.9117647058823529,0.9999999999999999,1.0,0.0,0.6,1,code_orig_68.py,code_trans_68.py
1.0,0.15828220858895703,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.11764705882352941,1.0,0.0,43.5,7.0,0.851063829787234,0.8693551595948819,0.5357142857142857,2.0,0.0,0,code_orig_69.py,code_trans_69.py
0.988480526604498,0.8060689655172414,5.5,5.0,0.0,0.0,0.0,1.0,0.5,0.05263157894736842,1.0,0.0,76.5,9.0,0.8888888888888888,0.9663259933873272,0.4883720930232558,2.0,0.0,0,code_orig_70.py,code_trans_70.py
0.9933481152993349,0.9822616407982262,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6,0.0,1.0,28.0,0.0,1.0,1.0000000000000002,1.0,0.0,0.2,1,code_orig_71.py,code_trans_71.py
0.5284738041002278,0.6100347739692003,2.0,2.0,1.0,1.0,0.0,1.0,0.5,0.13043478260869565,1.0,0.25,46.0,16.0,0.7037037037037037,0.9349883626857851,0.59375,5.0,0.125,1,code_orig_72.py,code_trans_72.py
1.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,67.0,0.0,1.0,1.0,1.0,0.0,1.0,1,code_orig_73.py,code_trans_73.py
0.5976190476190476,0.2690476190476191,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,0.0,0.0,36.5,17.0,0.6222222222222222,0.9138570471625734,0.5151515151515151,0.0,0.0,0,code_orig_74.py,code_trans_74.py
0.9906232763375621,0.9858686616791354,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.3793103448275862,0.0,1.0,94.0,0.0,1.0,1.0,1.0,0.0,0.05263157894736842,1,code_orig_75.py,code_trans_75.py
1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,22.0,0.0,1.0,1.0,1.0,0.0,1.0,1,code_orig_76.py,code_trans_76.py
0.338940133839754,0.5251672970613908,6.0,3.0,1.0,0.0,0.0,5.0,0.16666666666666666,0.029411764705882353,4.0,0.2,136.0,120.0,0.3877551020408163,0.9459012603321308,0.5853658536585366,6.0,0.0,0,code_orig_77.py,code_trans_77.py
0.7423649177760376,0.8341573033707865,0.75,1.0,0.0,0.0,0.0,2.0,0.5,0.15151515151515152,0.0,1.0,64.0,16.0,0.7777777777777778,0.967355247765554,0.6578947368421053,3.0,0.0,1,code_orig_78.py,code_trans_78.py
0.2773995915588836,0.3991473487876366,2.0,4.0,0.0,0.0,0.0,1.0,0.5,0.0,3.0,0.0,75.0,56.0,0.4563106796116505,0.950767134151904,0.5384615384615384,5.0,0.0,1,code_orig_79.py,code_trans_79.py
0.6282698485543827,0.6426155580608793,2.6666666666666665,1.0,1.0,0.0,0.0,1.0,0.5,0.08823529411764706,0.0,0.2,77.5,51.0,0.5048543689320388,0.975058542615039,0.6046511627906976,5.0,0.0,1,code_orig_80.py,code_trans_80.py
0.9995300751879699,0.9997649823736781,0.0,0.0,3.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,205.5,15.0,0.9295774647887324,0.9999999999999999,1.0,0.0,0.8181818181818182,1,code_orig_81.py,code_trans_81.py
1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,35.0,0.0,1.0,1.0000000000000002,1.0,0.0,0.09090909090909091,1,code_orig_82.py,code_trans_82.py
0.2655639097744361,0.3517110266159696,1.2000000000000002,2.0,1.0,0.0,0.0,3.0,0.25,0.041666666666666664,3.0,0.25,76.5,77.0,0.33043478260869563,0.9114728085874534,0.4,6.0,0.0,0,code_orig_83.py,code_trans_83.py
0.8731471906239228,0.7589252852410747,1.2380952380952381,0.0,0.0,0.0,0.0,4.0,0.42857142857142855,0.02702702702702703,2.0,0.0,116.5,13.0,0.8943089430894309,0.9511515446578586,0.5135135135135135,5.0,0.0,0,code_orig_84.py,code_trans_84.py
0.9516250944822373,0.7350890782339272,2.0,0.0,0.0,0.0,0.0,2.0,0.5,0.05263157894736842,2.0,0.0,63.0,8.0,0.8805970149253731,0.9731772502395966,0.6041666666666666,1.0,0.0,0,code_orig_85.py,code_trans_85.py
0.7959183673469388,0.7584175084175084,1.0,3.0,0.0,0.0,0.0,3.0,0.25,0.03571428571428571,0.0,0.0,57.0,4.0,0.9322033898305084,0.9543054634228928,0.5909090909090909,7.0,0.0,0,code_orig_86.py,code_trans_86.py
0.6008211678832117,0.6776859504132231,0.6666666666666665,2.0,1.0,0.0,0.0,5.0,0.2857142857142857,0.03225806451612903,0.0,0.3333333333333333,73.5,39.0,0.5806451612903226,0.9538493576386953,0.52,8.0,0.0,0,code_orig_87.py,code_trans_87.py
0.17691659646166807,0.2934860415175376,2.333333333333333,4.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.03125,0.0,0.0,58.5,89.0,0.13592233009708737,0.9657203688796177,0.46511627906976744,9.0,0.0,1,code_orig_88.py,code_trans_88.py
0.8130733944954128,0.2924311926605505,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.19047619047619047,2.0,0.0,35.5,7.0,0.8205128205128205,0.9588600749710443,0.4722222222222222,0.0,0.0,0,code_orig_89.py,code_trans_89.py
0.8692509855453351,0.6875219683655536,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.08695652173913043,1.0,0.5,102.0,18.0,0.8378378378378378,0.950738194048661,0.65625,1.0,0.0,1,code_orig_90.py,code_trans_90.py
0.21218113506031244,0.35007409846863163,2.6666666666666665,4.0,0.0,0.0,0.0,0.0,1.0,0.11764705882352941,1.0,0.0,108.5,107.0,0.3395061728395062,0.9759594424523091,0.6190476190476191,7.0,0.0,1,code_orig_91.py,code_trans_91.py
0.445586671393123,0.5870524767042667,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.21428571428571427,2.0,0.0,73.5,47.0,0.5154639175257731,0.9727486084832951,0.4666666666666667,3.0,0.0,0,code_orig_92.py,code_trans_92.py
0.4727272727272727,0.20969696969696972,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,1.0,0.0,28.5,19.0,0.5,0.8863497144425484,0.5,3.0,0.0,0,code_orig_93.py,code_trans_93.py
0.897170837867247,0.8138801261829653,2.5,4.0,1.0,0.0,0.0,1.0,0.5,0.06666666666666667,1.0,0.25,75.5,15.0,0.8192771084337349,0.981924672548031,0.5641025641025641,8.0,0.0,0,code_orig_94.py,code_trans_94.py
0.9599499374217773,0.9693486590038314,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.08108108108108109,0.0,1.0,81.0,0.0,1.0,1.0,1.0,0.0,0.0,1,code_orig_95.py,code_trans_95.py
0.09258123850398528,0.25890529973935705,1.6666666666666667,0.0,0.0,0.0,0.0,7.0,0.125,0.08,0.0,0.0,166.0,262.0,0.11784511784511785,0.8827145746852553,0.5384615384615384,7.0,0.0,0,code_orig_96.py,code_trans_96.py
0.6475597772682608,0.6982107355864812,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.5,105.0,54.0,0.5909090909090909,0.917639435365324,0.5945945945945946,0.0,0.1111111111111111,0,code_orig_97.py,code_trans_97.py
0.9938775510204082,0.9663265306122449,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5555555555555556,0.0,1.0,42.0,0.0,1.0,0.9999999999999998,1.0,0.0,0.0,1,code_orig_98.py,code_trans_98.py
0.9996339677891655,0.9965220574775764,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,143.5,7.0,0.9523809523809523,1.0000000000000002,1.0,0.0,1.0,1,code_orig_99.py,code_trans_99.py
